chr	start	end	strand	gene_id	gene_name	gene_biotype
V	401135	401869	+	YER120W	YER120W	protein_coding
V	402375	402719	+	YER121W	YER121W	protein_coding
V	402871	404352	-	YER122C	YER122C	protein_coding
V	404813	406387	+	YER123W	YCK3	protein_coding
V	407342	409063	-	YER124C	YER124C	protein_coding
V	410189	412618	+	YER125W	RSP5	protein_coding
V	413394	414179	-	YER126C	YER126C	protein_coding
V	414481	415554	+	YER127W	YER127W	protein_coding
V	415859	416470	+	YER128W	YER128W	protein_coding
V	417281	420709	+	YER129W	SAK1	protein_coding
V	421115	422446	-	YER130C	YER130C	protein_coding
V	423952	424311	+	YER131W	RPS26B	protein_coding
V	424698	424883	+	snR4	snR4	snoRNA
V	425188	430449	-	YER132C	YER132C	protein_coding
V	431129	431220	-	snR52	snR52	snoRNA
V	432495	433958	+	YER133W	GLC7	protein_coding
V	434541	434612	-	tH(GUG)E2	tH(GUG)E2	tRNA
V	435752	435824	-	tK(CUU)E2	tK(CUU)E2	tRNA
V	437191	437532	+	YER133W-A	YER133W-A	protein_coding
V	437267	437803	-	YER134C	YER134C	protein_coding
V	437952	438344	-	YER135C	YER135C	protein_coding
V	438700	438773	+	tV(AAC)E1	tV(AAC)E1	tRNA
V	439616	440971	+	YER136W	GDI1	protein_coding
V	441373	441819	-	YER137C	YER137C	protein_coding
V	441575	441880	+	YER137W-A	YER137W-A	protein_coding
V	441987	442508	+	SCR1	SCR1	ncRNA
V	443202	443275	-	tI(AAU)E1	tI(AAU)E1	tRNA
V	449474	449578	+	YER138W-A	YER138W-A	protein_coding
V	450563	451243	-	YER139C	YER139C	protein_coding
V	451565	453235	+	YER140W	YER140W	protein_coding
V	453459	454919	+	YER141W	YER141W	protein_coding
V	455146	456036	-	YER142C	MAG1	protein_coding
V	456319	457605	+	YER143W	DDI1	protein_coding
V	457806	460223	-	YER144C	YER144C	protein_coding
V	460526	461740	-	YER145C	YER145C	protein_coding
V	462386	462823	-	YER145C-A	YER145C-A	protein_coding
V	462585	462866	+	YER146W	YER146W	protein_coding
V	462968	464842	-	YER147C	YER147C	protein_coding
V	465203	465613	-	YER147C-A	YER147C-A	protein_coding
V	465303	466025	+	YER148W	SPT15	protein_coding
V	466185	466763	+	YER148W-A	YER148W-A	protein_coding
V	466208	467470	-	YER149C	PEA2	protein_coding
V	468370	468816	+	YER150W	YER150W	protein_coding
V	469457	469530	+	tV(AAC)E2	tV(AAC)E2	tRNA
V	469686	472424	-	YER151C	UBP3	protein_coding
V	472657	473988	-	YER152C	YER152C	protein_coding
V	473485	474051	+	YER152W-A	YER152W-A	protein_coding
V	474041	474805	-	YER153C	YER153C	protein_coding
V	475020	476228	+	YER154W	OXA1	protein_coding
V	476345	482848	-	YER155C	BEM2	protein_coding
V	483325	484341	-	YER156C	YER156C	protein_coding
V	484788	487193	+	YER157W	COG3	protein_coding
V	487331	487402	-	tE(UUC)E3	tE(UUC)E3	tRNA
V	488857	490578	-	YER158C	YER158C	protein_coding
V	491487	491702	+	YER158W-A	YER158W-A	protein_coding
V	491530	491958	-	YER159C	BUR6	protein_coding
V	492352	492424	-	tR(ACG)E	tR(ACG)E	tRNA
V	499347	500348	-	YER161C	SPT2	protein_coding
V	500630	502894	-	YER162C	YER162C	protein_coding
V	503084	503782	-	YER163C	YER163C	protein_coding
V	505392	509798	+	YER164W	YER164W	protein_coding
V	510373	512106	+	YER165W	YER165W	protein_coding
V	512627	512983	-	YER165C-A	YER165C-A	protein_coding
V	512744	517459	+	YER166W	YER166W	protein_coding
V	518216	520771	+	YER167W	BCK2	protein_coding
V	521029	522669	-	YER168C	CCA1	protein_coding
V	523369	525759	+	YER169W	RPH1	protein_coding
V	525974	526651	+	YER170W	ADK2	protein_coding
V	527082	529418	+	YER171W	RAD3	protein_coding
V	529530	536021	-	YER172C	BRR2	protein_coding
V	536275	536655	-	YER172C-A	YER172C-A	protein_coding
V	536300	538279	+	YER173W	RAD24	protein_coding
V	538434	539168	-	YER174C	YER174C	protein_coding
V	539464	540363	-	YER175C	TMT1	protein_coding
V	540650	540814	+	YER175W-A	YER175W-A	protein_coding
V	541690	545055	+	YER176W	ECM32	protein_coding
V	545611	546414	+	YER177W	BMH1	protein_coding
V	546817	548079	+	YER178W	YER178W	protein_coding
V	548421	549517	+	YER179W	DMC1	protein_coding
V	549724	550527	-	YER180C	YER180C	protein_coding
V	550865	551122	-	YER180C-A	YER180C-A	protein_coding
V	551285	551358	-	tI(AAU)E2	tI(AAU)E2	tRNA
V	551473	551796	-	YER181C	YER181C	protein_coding
V	552525	553259	+	YER182W	YER182W	protein_coding
V	553334	553969	-	YER183C	YER183C	protein_coding
V	556296	558680	-	YER184C	YER184C	protein_coding
V	559454	560365	+	YER185W	YER185W	protein_coding
V	561705	562625	-	YER186C	YER186C	protein_coding
V	566230	566655	+	YER187W	YER187W	protein_coding
V	568040	568759	+	YER188W	YER188W	protein_coding
V	569608	569907	-	YER188C-A	YER188C-A	protein_coding
V	571155	571523	+	YER189W	YER189W	protein_coding
V	571480	576525	+	YER190W	YRF1-2	protein_coding
V	574804	575379	-	YER190C-A	YER190C-A	protein_coding
V	575680	576162	-	YER190C-B	YER190C-B	protein_coding
VIII	445	3311	-	YHL050C	YHL050C	protein_coding
VIII	811	1293	+	YHL050W-A	YHL050W-A	protein_coding
VIII	3726	4541	-	YHL049C	YHL049C	protein_coding
VIII	5663	5797	-	YHL048C-A	YHL048C-A	protein_coding
VIII	6401	7546	+	YHL048W	YHL048W	protein_coding
VIII	8351	10213	-	YHL047C	ARN2	protein_coding
VIII	9981	10307	+	YHL046W-A	YHL046W-A	protein_coding
VIII	11923	12285	-	YHL046C	YHL046C	protein_coding
VIII	12502	12849	+	YHL045W	YHL045W	protein_coding
VIII	13565	14272	+	YHL044W	YHL044W	protein_coding
VIII	14901	15413	+	YHL043W	YHL043W	protein_coding
VIII	15667	16119	+	YHL042W	YHL042W	protein_coding
VIII	17392	17841	+	YHL041W	YHL041W	protein_coding
VIII	19088	20971	-	YHL040C	YHL040C	protein_coding
VIII	21783	23540	+	YHL039W	YHL039W	protein_coding
VIII	23617	25509	-	YHL038C	YHL038C	protein_coding
VIII	25778	26179	-	YHL037C	YHL037C	protein_coding
VIII	26241	27881	+	YHL036W	YHL036W	protein_coding
VIII	27978	32756	-	YHL035C	YHL035C	protein_coding
VIII	33176	33637	+	YHL034W-A	YHL034W-A	protein_coding
VIII	33193	34077	-	YHL034C	SBP1	protein_coding
VIII	35255	36025	-	YHL033C	RPL8A	protein_coding
VIII	36379	38508	-	YHL032C	YHL032C	protein_coding
VIII	38815	39486	-	YHL031C	YHL031C	protein_coding
VIII	39074	39535	+	YHL030W-A	YHL030W-A	protein_coding
VIII	40084	45690	+	YHL030W	YHL030W	protein_coding
VIII	45929	47968	-	YHL029C	YHL029C	protein_coding
VIII	48763	50580	+	YHL028W	WSC4	protein_coding
VIII	51111	52988	+	YHL027W	RIM101	protein_coding
VIII	53219	54166	-	YHL026C	YHL026C	protein_coding
VIII	54851	55849	+	YHL025W	YHL025W	protein_coding
VIII	56649	58790	+	YHL024W	YHL024W	protein_coding
VIII	59123	62563	-	YHL023C	NPR3	protein_coding
VIII	62755	62826	+	tH(GUG)H	tH(GUG)H	tRNA
VIII	62961	64157	-	YHL022C	YHL022C	protein_coding
VIII	64462	65859	-	YHL021C	AIM17	protein_coding
VIII	66242	67456	-	YHL020C	YHL020C	protein_coding
VIII	67711	68304	+	YHL019W-A	YHL019W-A	protein_coding
VIII	67731	69548	-	YHL019C	YHL019C	protein_coding
VIII	69708	70070	+	YHL018W	YHL018W	protein_coding
VIII	70276	71874	+	YHL017W	YHL017W	protein_coding
VIII	72037	74244	-	YHL016C	YHL016C	protein_coding
VIII	74699	74782	+	YHL015W-A	YHL015W-A	protein_coding
VIII	75412	75777	+	YHL015W	RPS20	protein_coding
VIII	76097	77314	-	YHL014C	YLF2	protein_coding
VIII	77430	78353	-	YHL013C	YHL013C	protein_coding
VIII	78936	80417	+	YHL012W	YHL012W	protein_coding
VIII	80654	81616	-	YHL011C	YHL011C	protein_coding
VIII	81964	83721	-	YHL010C	ETP1	protein_coding
VIII	84068	85060	-	YHL009C	YHL009C	protein_coding
VIII	85298	85371	-	tV(AAC)H	tV(AAC)H	tRNA
VIII	92627	94510	-	YHL008C	YHL008C	protein_coding
VIII	95118	97937	-	YHL007C	YHL007C	protein_coding
VIII	97732	98085	+	YHL006W-A	YHL006W-A	protein_coding
VIII	98343	98795	-	YHL006C	YHL006C	protein_coding
VIII	98828	99220	-	YHL005C	YHL005C	protein_coding
VIII	99219	100403	+	YHL004W	YHL004W	protein_coding
VIII	100648	101883	-	YHL003C	YHL003C	protein_coding
VIII	102587	103075	-	YHL002C-A	YHL002C-A	protein_coding
VIII	102612	103970	+	YHL002W	YHL002W	protein_coding
VIII	104277	105091	+	YHL001W	RPL14B	protein_coding
VIII	106055	107368	+	YHR001W	YHR001W	protein_coding
VIII	107826	108122	+	YHR001W-A	YHR001W-A	protein_coding
VIII	108812	109885	+	YHR002W	YHR002W	protein_coding
VIII	110028	111317	-	YHR003C	YHR003C	protein_coding
VIII	111754	113094	-	YHR004C	YHR004C	protein_coding
VIII	113499	114917	-	YHR005C	GPA1	protein_coding
VIII	115620	115901	-	YHR005C-A	TIM10	protein_coding
VIII	116107	116179	-	tT(AGU)H	tT(AGU)H	tRNA
VIII	117814	119439	+	YHR006W	YHR006W	protein_coding
VIII	120091	121683	-	YHR007C	ERG11	protein_coding
VIII	122550	122765	-	YHR007C-A	YHR007C-A	protein_coding
VIII	122889	123590	-	YHR008C	YHR008C	protein_coding
VIII	124109	125680	-	YHR009C	TDA3	protein_coding
VIII	126521	127492	+	YHR010W	RPL27A	protein_coding
VIII	127780	129120	+	YHR011W	YHR011W	protein_coding
VIII	129481	130448	+	YHR012W	VPS29	protein_coding
VIII	130730	131446	-	YHR013C	ARD1	protein_coding
VIII	132047	132922	+	YHR014W	YHR014W	protein_coding
VIII	133026	133107	-	tS(AGA)H	tS(AGA)H	tRNA
VIII	134321	134392	+	tQ(UUG)H	tQ(UUG)H	tRNA
VIII	134554	136533	+	YHR015W	YHR015W	protein_coding
VIII	136881	138455	-	YHR016C	YSC84	protein_coding
VIII	138694	139851	+	YHR017W	YHR017W	protein_coding
VIII	140011	141402	-	YHR018C	YHR018C	protein_coding
VIII	141894	143558	-	YHR019C	DED81	protein_coding
VIII	143996	146062	+	YHR020W	YHR020W	protein_coding
VIII	146242	146314	-	tA(AGC)H	tA(AGC)H	tRNA
VIII	147871	148669	-	YHR021C	RPS27B	protein_coding
VIII	149225	149680	+	YHR021W-A	YHR021W-A	protein_coding
VIII	149575	150345	-	YHR022C	YHR022C	protein_coding
VIII	151217	151306	-	YHR022C-A	YHR022C-A	protein_coding
VIII	151666	157452	+	YHR023W	YHR023W	protein_coding
VIII	157744	159192	-	YHR024C	MAS2	protein_coding
VIII	159438	160511	+	YHR025W	YHR025W	protein_coding
VIII	160844	161485	+	YHR026W	VMA16	protein_coding
VIII	161730	164711	-	YHR027C	RPN1	protein_coding
VIII	164978	167434	-	YHR028C	DAP2	protein_coding
VIII	167352	167672	+	YHR028W-A	YHR028W-A	protein_coding
VIII	167677	168561	-	YHR029C	YHR029C	protein_coding
VIII	168890	170344	-	YHR030C	SLT2	protein_coding
VIII	170799	172970	-	YHR031C	RRM3	protein_coding
VIII	173344	175089	+	YHR032W	YHR032W	protein_coding
VIII	175195	175374	+	YHR032W-A	YHR032W-A	protein_coding
VIII	175275	175394	-	YHR032C-A	YHR032C-A	protein_coding
VIII	175548	176819	+	YHR033W	YHR033W	protein_coding
VIII	176965	177999	-	YHR034C	PIH1	protein_coding
VIII	178219	180111	+	YHR035W	YHR035W	protein_coding
VIII	180345	181760	+	YHR036W	YHR036W	protein_coding
VIII	181977	183704	+	YHR037W	YHR037W	protein_coding
VIII	184066	184758	+	YHR038W	RRF1	protein_coding
VIII	184875	186809	-	YHR039C	YHR039C	protein_coding
VIII	187173	187679	-	YHR039C-A	VMA10	protein_coding
VIII	187924	189024	+	YHR040W	YHR040W	protein_coding
VIII	189131	189864	-	YHR041C	SRB2	protein_coding
VIII	190543	192618	+	YHR042W	NCP1	protein_coding
VIII	192805	193545	-	YHR043C	DOG2	protein_coding
VIII	194068	194808	-	YHR044C	DOG1	protein_coding
VIII	195551	197233	+	YHR045W	YHR045W	protein_coding
VIII	197398	198285	-	YHR046C	YHR046C	protein_coding
VIII	198740	201310	-	YHR047C	AAP1	protein_coding
VIII	204607	206151	+	YHR048W	YHR048W	protein_coding
VIII	206462	207193	+	YHR049W	YHR049W	protein_coding
VIII	207234	207530	-	YHR049C-A	YHR049C-A	protein_coding
VIII	207654	209303	+	YHR050W	YHR050W	protein_coding
VIII	209475	209645	+	YHR050W-A	YHR050W-A	protein_coding
VIII	209705	210151	+	YHR051W	YHR051W	protein_coding
VIII	210848	211978	+	YHR052W	CIC1	protein_coding
VIII	212409	213118	+	RUF5-1	RUF5-1	ncRNA
VIII	212510	212704	+	YHR052W-A	YHR052W-A	protein_coding
VIII	212535	212720	-	YHR053C	CUP1-1	protein_coding
VIII	213185	214249	-	YHR054C	YHR054C	protein_coding
VIII	214407	215116	+	RUF5-2	RUF5-2	ncRNA
VIII	214508	214702	+	YHR054W-A	YHR054W-A	protein_coding
VIII	214533	214718	-	YHR055C	CUP1-2	protein_coding
VIII	215183	217834	-	YHR056C	YHR056C	protein_coding
VIII	217406	217840	+	YHR056W-A	YHR056W-A	protein_coding
VIII	218226	218843	-	YHR057C	CPR2	protein_coding
VIII	218997	219884	-	YHR058C	YHR058C	protein_coding
VIII	220108	220500	+	YHR059W	YHR059W	protein_coding
VIII	220725	221270	+	YHR060W	VMA22	protein_coding
VIII	221534	222478	-	YHR061C	YHR061C	protein_coding
VIII	222877	223758	-	YHR062C	YHR062C	protein_coding
VIII	224030	225169	-	YHR063C	YHR063C	protein_coding
VIII	225442	225777	+	YHR063W-A	YHR063W-A	protein_coding
VIII	225525	227141	-	YHR064C	SSZ1	protein_coding
VIII	227532	229037	-	YHR065C	YHR065C	protein_coding
VIII	229335	230696	+	YHR066W	YHR066W	protein_coding
VIII	230970	231812	+	YHR067W	HTD2	protein_coding
VIII	232133	233296	+	YHR068W	YHR068W	protein_coding
VIII	233579	234658	-	YHR069C	YHR069C	protein_coding
VIII	234874	235236	-	YHR069C-A	YHR069C-A	protein_coding
VIII	234881	236380	+	YHR070W	YHR070W	protein_coding
VIII	236102	236512	-	YHR070C-A	YHR070C-A	protein_coding
VIII	237004	237693	+	YHR071W	YHR071W	protein_coding
VIII	237848	237939	-	tF(GAA)H1	tF(GAA)H1	tRNA
VIII	238910	239230	-	YHR071C-A	YHR071C-A	protein_coding
VIII	239098	241293	+	YHR072W	YHR072W	protein_coding
VIII	241664	241840	+	YHR072W-A	YHR072W-A	protein_coding
VIII	242582	245572	+	YHR073W	YHR073W	protein_coding
VIII	242868	243044	+	YHR073W-A	YHR073W-A	protein_coding
VIII	245422	245502	-	YHR073C-B	YHR073C-B	protein_coding
VIII	246193	248337	+	YHR074W	YHR074W	protein_coding
VIII	248439	249641	-	YHR075C	PPE1	protein_coding
VIII	251101	252225	+	YHR076W	YHR076W	protein_coding
VIII	252374	255756	-	YHR077C	NMD2	protein_coding
VIII	256360	258018	+	YHR078W	YHR078W	protein_coding
VIII	258244	261591	-	YHR079C	IRE1	protein_coding
VIII	262192	262553	-	YHR079C-A	SAE3	protein_coding
VIII	262801	266838	-	YHR080C	YHR080C	protein_coding
VIII	267538	268092	+	YHR081W	LRP1	protein_coding
VIII	268459	271548	-	YHR082C	YHR082C	protein_coding
VIII	272627	273616	+	YHR083W	SAM35	protein_coding
VIII	274174	276240	+	YHR084W	YHR084W	protein_coding
VIII	276764	277768	+	YHR085W	YHR085W	protein_coding
VIII	278153	279724	+	YHR086W	NAM8	protein_coding
VIII	280231	280392	+	YHR086W-A	YHR086W-A	protein_coding
VIII	280820	281155	+	YHR087W	YHR087W	protein_coding
VIII	281495	282382	+	YHR088W	YHR088W	protein_coding
VIII	282681	283298	-	YHR089C	YHR089C	protein_coding
VIII	283777	284625	-	YHR090C	YNG2	protein_coding
VIII	284839	286770	-	YHR091C	MSR1	protein_coding
VIII	287081	288811	-	YHR092C	HXT4	protein_coding
VIII	289142	289690	+	YHR093W	YHR093W	protein_coding
VIII	290913	292625	-	YHR094C	HXT1	protein_coding
VIII	292943	293437	+	YHR095W	YHR095W	protein_coding
VIII	294669	296447	-	YHR096C	YHR096C	protein_coding
VIII	297385	298609	-	YHR097C	YHR097C	protein_coding
VIII	299145	301934	-	YHR098C	SFB3	protein_coding
VIII	302761	313995	+	YHR099W	YHR099W	protein_coding
VIII	314116	314673	-	YHR100C	YHR100C	protein_coding
VIII	314874	315968	-	YHR101C	YHR101C	protein_coding
VIII	316572	319814	+	YHR102W	KIC1	protein_coding
VIII	320414	322972	+	YHR103W	YHR103W	protein_coding
VIII	323409	324392	+	YHR104W	YHR104W	protein_coding
VIII	324766	325410	+	YHR105W	YHR105W	protein_coding
VIII	325598	326626	+	YHR106W	YHR106W	protein_coding
VIII	326813	328036	-	YHR107C	CDC12	protein_coding
VIII	328303	330060	+	YHR108W	YHR108W	protein_coding
VIII	330310	332067	+	YHR109W	YHR109W	protein_coding
VIII	332282	332920	+	YHR110W	YHR110W	protein_coding
VIII	333072	334394	+	YHR111W	UBA4	protein_coding
VIII	334527	335663	-	YHR112C	YHR112C	protein_coding
VIII	336337	337809	+	YHR113W	YHR113W	protein_coding
VIII	338083	339984	+	YHR114W	BZZ1	protein_coding
VIII	340109	341359	-	YHR115C	DMA1	protein_coding
VIII	341665	342120	+	YHR116W	YHR116W	protein_coding
VIII	342349	344268	+	YHR117W	TOM71	protein_coding
VIII	344321	345628	-	YHR118C	YHR118C	protein_coding
VIII	346043	349285	+	YHR119W	SET1	protein_coding
VIII	349574	352453	+	YHR120W	YHR120W	protein_coding
VIII	352756	353319	+	YHR121W	YHR121W	protein_coding
VIII	353625	354320	+	YHR122W	YHR122W	protein_coding
VIII	354815	356081	+	YHR123W	YHR123W	protein_coding
VIII	356561	358444	+	YHR124W	YHR124W	protein_coding
VIII	358478	358569	-	tF(GAA)H2	tF(GAA)H2	tRNA
VIII	358858	359163	+	YHR125W	YHR125W	protein_coding
VIII	359702	360181	-	YHR126C	YHR126C	protein_coding
VIII	360913	361644	+	YHR127W	YHR127W	protein_coding
VIII	362115	362765	+	YHR128W	YHR128W	protein_coding
VIII	362999	364153	-	YHR129C	ARP1	protein_coding
VIII	364965	365300	-	YHR130C	YHR130C	protein_coding
VIII	365340	367892	-	YHR131C	YHR131C	protein_coding
VIII	367747	367992	+	YHR131W-A	YHR131W-A	protein_coding
VIII	368502	369794	-	YHR132C	YHR132C	protein_coding
VIII	370054	370449	+	YHR132W-A	YHR132W-A	protein_coding
VIII	370722	371597	-	YHR133C	YHR133C	protein_coding
VIII	371749	372558	+	YHR134W	YHR134W	protein_coding
VIII	372694	374310	-	YHR135C	YCK1	protein_coding
VIII	374654	375100	-	YHR136C	YHR136C	protein_coding
VIII	375709	377250	+	YHR137W	YHR137W	protein_coding
VIII	375738	376388	-	YHR137C-A	YHR137C-A	protein_coding
VIII	377355	377699	-	YHR138C	YHR138C	protein_coding
VIII	378219	379199	-	YHR139C	YHR139C	protein_coding
VIII	380108	380419	-	YHR139C-A	YHR139C-A	protein_coding
VIII	380572	381291	+	YHR140W	YHR140W	protein_coding
VIII	381540	381727	+	snR32	snR32	snoRNA
VIII	381990	382751	-	YHR141C	RPL42B	protein_coding
VIII	383538	384488	+	YHR142W	YHR142W	protein_coding
VIII	385510	386487	+	YHR143W	YHR143W	protein_coding
VIII	387233	387445	+	YHR143W-A	RPC10	protein_coding
VIII	387788	388726	-	YHR144C	YHR144C	protein_coding
VIII	388893	388995	-	tP(UGG)H	tP(UGG)H	tRNA
VIII	388981	389337	-	YHR145C	YHR145C	protein_coding
VIII	390300	391697	+	YHR146W	YHR146W	protein_coding
VIII	392639	393283	-	YHR147C	MRPL6	protein_coding
VIII	393534	394085	+	YHR148W	YHR148W	protein_coding
VIII	394455	396659	-	YHR149C	YHR149C	protein_coding
VIII	397251	398990	+	YHR150W	YHR150W	protein_coding
VIII	399268	400848	-	YHR151C	YHR151C	protein_coding
VIII	401434	401955	+	YHR152W	YHR152W	protein_coding
VIII	402086	402682	-	YHR153C	YHR153C	protein_coding
VIII	402966	406178	+	YHR154W	RTT107	protein_coding
VIII	407103	410789	+	YHR155W	YHR155W	protein_coding
VIII	411228	411317	+	snR71	snR71	snoRNA
VIII	411384	412406	-	YHR156C	LIN1	protein_coding
VIII	412907	413455	+	YHR157W	YHR157W	protein_coding
VIII	413685	417179	-	YHR158C	YHR158C	protein_coding
VIII	417549	419063	+	YHR159W	YHR159W	protein_coding
VIII	419221	420072	-	YHR160C	YHR160C	protein_coding
VIII	420373	422286	-	YHR161C	YHR161C	protein_coding
VIII	423072	423461	+	YHR162W	YHR162W	protein_coding
VIII	423724	424473	+	YHR163W	YHR163W	protein_coding
VIII	424610	429178	-	YHR164C	DNA2	protein_coding
VIII	429707	436948	-	YHR165C	PRP8	protein_coding
VIII	436647	436958	+	YHR165W-A	YHR165W-A	protein_coding
VIII	437170	439050	-	YHR166C	YHR166C	protein_coding
VIII	439342	440127	+	YHR167W	YHR167W	protein_coding
VIII	440377	441933	+	YHR168W	YHR168W	protein_coding
VIII	442181	443476	+	YHR169W	YHR169W	protein_coding
VIII	443828	445384	+	YHR170W	NMD3	protein_coding
VIII	445713	447605	+	YHR171W	ATG7	protein_coding
VIII	448335	450806	+	YHR172W	YHR172W	protein_coding
VIII	450815	451153	-	YHR173C	YHR173C	protein_coding
VIII	451327	452640	+	YHR174W	ENO2	protein_coding
VIII	452872	453441	+	YHR175W	YHR175W	protein_coding
VIII	453558	453707	+	YHR175W-A	YHR175W-A	protein_coding
VIII	454229	455527	+	YHR176W	YHR176W	protein_coding
VIII	456591	457952	+	YHR177W	YHR177W	protein_coding
VIII	459299	461530	+	YHR178W	YHR178W	protein_coding
VIII	462502	463704	+	YHR179W	OYE2	protein_coding
VIII	465178	465669	+	YHR180W	YHR180W	protein_coding
VIII	466932	467114	+	YHR180W-A	YHR180W-A	protein_coding
VIII	466958	467062	-	YHR180C-B	YHR180C-B	protein_coding
VIII	466990	467061	+	tT(UGU)H	tT(UGU)H	tRNA
VIII	467228	467914	+	YHR181W	SVP26	protein_coding
VIII	468219	470576	+	YHR182W	YHR182W	protein_coding
VIII	470939	471412	-	YHR182C-A	YHR182C-A	protein_coding
VIII	470960	472429	+	YHR183W	YHR183W	protein_coding
VIII	472744	474459	+	YHR184W	SSP1	protein_coding
VIII	474627	475340	-	YHR185C	PFS1	protein_coding
VIII	475706	475778	-	tV(CAC)H	tV(CAC)H	tRNA
VIII	475999	480672	-	YHR186C	KOG1	protein_coding
VIII	480990	481919	+	YHR187W	IKI1	protein_coding
VIII	482005	483837	-	YHR188C	YHR188C	protein_coding
VIII	484028	484600	+	YHR189W	PTH1	protein_coding
VIII	484845	486179	+	YHR190W	YHR190W	protein_coding
VIII	486230	486631	-	YHR191C	YHR191C	protein_coding
VIII	486826	487662	+	YHR192W	YHR192W	protein_coding
VIII	487712	488236	-	YHR193C	YHR193C	protein_coding
VIII	488653	489027	-	YHR193C-A	YHR193C-A	protein_coding
VIII	488657	490396	+	YHR194W	YHR194W	protein_coding
VIII	490747	491712	+	YHR195W	NVJ1	protein_coding
VIII	491931	493658	+	YHR196W	YHR196W	protein_coding
VIII	493896	496187	+	YHR197W	RIX1	protein_coding
VIII	496315	497280	-	YHR198C	AIM18	protein_coding
VIII	497490	498422	-	YHR199C	AIM46	protein_coding
VIII	498571	498859	-	YHR199C-A	NBL1	protein_coding
VIII	499079	499885	+	YHR200W	RPN10	protein_coding
VIII	499950	501143	-	YHR201C	YHR201C	protein_coding
VIII	502388	504196	+	YHR202W	YHR202W	protein_coding
VIII	504476	505530	-	YHR203C	RPS4B	protein_coding
VIII	506319	508709	+	YHR204W	MNL1	protein_coding
VIII	509363	511837	+	YHR205W	SCH9	protein_coding
VIII	512732	514600	+	YHR206W	SKN7	protein_coding
VIII	514905	516485	-	YHR207C	YHR207C	protein_coding
VIII	517532	518713	+	YHR208W	BAT1	protein_coding
VIII	519437	520312	+	YHR209W	YHR209W	protein_coding
VIII	520712	521737	-	YHR210C	YHR210C	protein_coding
VIII	525392	528619	+	YHR211W	YHR211W	protein_coding
VIII	537759	538094	-	YHR212C	YHR212C	protein_coding
VIII	538742	538945	+	YHR212W-A	YHR212W-A	protein_coding
VIII	539151	539747	+	YHR213W	YHR213W	protein_coding
VIII	540549	540782	+	YHR213W-A	YHR213W-A	protein_coding
VIII	540800	541099	+	YHR213W-B	YHR213W-B	protein_coding
VIII	541651	542262	+	YHR214W	YHR214W	protein_coding
VIII	543008	543493	+	YHR214W-A	YHR214W-A	protein_coding
VIII	550648	550941	-	YHR214C-D	YHR214C-D	protein_coding
VIII	551200	551499	-	YHR214C-E	YHR214C-E	protein_coding
VIII	552099	553502	+	YHR215W	PHO12	protein_coding
VIII	554396	555967	+	YHR216W	IMD2	protein_coding
VIII	556581	557042	-	YHR217C	YHR217C	protein_coding
VIII	558014	559924	+	YHR218W	YHR218W	protein_coding
VIII	559932	560249	+	YHR218W-A	YHR218W-A	protein_coding
VIII	560173	562047	+	YHR219W	YHR219W	protein_coding
VIII	561199	561681	-	YHR219C-A	YHR219C-A	protein_coding
IX	483	6147	-	YIL177C	YIL177C	protein_coding
IX	846	1328	+	YIL177W-A	YIL177W-A	protein_coding
IX	8793	9155	-	YIL176C	YIL176C	protein_coding
IX	9183	9500	+	YIL175W	YIL175W	pseudogene
IX	9469	9696	+	YIL174W	YIL174W	pseudogene
IX	11492	16141	+	YIL173W	YIL173W	protein_coding
IX	16784	18553	-	YIL172C	YIL172C	protein_coding
IX	18260	18712	+	YIL171W-A	YIL171W-A	protein_coding
IX	19515	19844	+	YIL171W	YIL171W	pseudogene
IX	19847	21220	+	YIL170W	YIL170W	pseudogene
IX	23119	26106	-	YIL169C	YIL169C	protein_coding
IX	30938	32566	-	YIL166C	YIL166C	protein_coding
IX	33718	34077	-	YIL165C	YIL165C	protein_coding
IX	34087	34686	-	YIL164C	YIL164C	protein_coding
IX	36899	37252	-	YIL163C	YIL163C	protein_coding
IX	37385	38983	+	YIL162W	YIL162W	protein_coding
IX	39433	40140	+	YIL161W	YIL161W	protein_coding
IX	40191	41444	-	YIL160C	POT1	protein_coding
IX	41825	45952	+	YIL159W	YIL159W	protein_coding
IX	46201	46815	+	YIL158W	YIL158W	protein_coding
IX	46949	47542	-	YIL157C	COA1	protein_coding
IX	47292	47693	+	YIL156W-A	YIL156W-A	protein_coding
IX	47690	47973	+	YIL156W-B	YIL156W-B	protein_coding
IX	48091	51306	+	YIL156W	YIL156W	protein_coding
IX	51759	53708	-	YIL155C	YIL155C	protein_coding
IX	53981	55021	-	YIL154C	IMP2'	protein_coding
IX	55198	56379	+	YIL153W	RRD1	protein_coding
IX	56545	57252	+	YIL152W	YIL152W	protein_coding
IX	57338	60694	-	YIL151C	YIL151C	protein_coding
IX	61013	62728	-	YIL150C	MCM10	protein_coding
IX	63028	68067	-	YIL149C	YIL149C	protein_coding
IX	68708	69528	+	YIL148W	RPL40A	protein_coding
IX	69791	73453	-	YIL147C	SLN1	protein_coding
IX	74184	75773	-	YIL146C	ATG32	protein_coding
IX	76354	77283	-	YIL145C	YIL145C	protein_coding
IX	78074	80149	+	YIL144W	TID3	protein_coding
IX	80510	83041	-	YIL143C	SSL2	protein_coding
IX	83208	83540	-	YIL142C-A	YIL142C-A	protein_coding
